# x_m,y_m,w_tr_right_m,w_tr_left_m
7.2900,6.0837,0.7200,0.7200
7.2500,6.1237,0.6800,0.6800
7.2500,6.1637,0.6800,0.6800
7.2500,6.2037,0.6812,0.6812
7.2500,6.2437,0.6847,0.6847
7.2100,6.2837,0.6512,0.6512
7.2100,6.3237,0.6597,0.6597
7.2100,6.3637,0.6705,0.6705
7.2100,6.4037,0.6812,0.6812
7.1700,6.4437,0.6450,0.6450
7.1700,6.4837,0.6512,0.6512
7.1700,6.5237,0.6597,0.6597
7.1700,6.5637,0.6705,0.6705
7.1700,6.6037,0.6705,0.6705
7.1300,6.6437,0.6450,0.6450
7.1300,6.6837,0.6512,0.6512
7.1300,6.7237,0.6597,0.6597
7.1300,6.7637,0.6705,0.6705
7.1300,6.8037,0.6705,0.6705
7.0900,6.8437,0.6450,0.6450
7.0900,6.8837,0.6512,0.6512
7.0900,6.9237,0.6597,0.6597
7.0900,6.9637,0.6705,0.6705
7.0900,7.0037,0.6705,0.6705
7.0500,7.0437,0.6512,0.6512
7.0500,7.0837,0.6597,0.6597
7.0500,7.1237,0.6705,0.6705
7.0500,7.1637,0.6812,0.6812
7.0500,7.2037,0.6705,0.6705
7.0100,7.2437,0.6512,0.6512
7.0100,7.2837,0.6597,0.6597
7.0100,7.3237,0.6705,0.6705
7.0100,7.3637,0.6812,0.6812
7.0100,7.4037,0.6705,0.6705
7.0100,7.4437,0.6597,0.6597
7.0100,7.4837,0.6512,0.6512
6.9700,7.5237,0.6835,0.6835
6.9700,7.5637,0.6812,0.6812
6.9700,7.6037,0.6800,0.6800
6.9700,7.6437,0.6800,0.6800
6.9300,7.6837,0.6800,0.6800
6.9300,7.7237,0.6812,0.6812
6.9300,7.7637,0.6847,0.6847
6.9300,7.8037,0.6905,0.6905
6.8900,7.8437,0.6597,0.6597
6.8900,7.8837,0.6705,0.6705
6.8900,7.9237,0.6812,0.6812
6.8900,7.9637,0.6847,0.6847
6.8900,8.0037,0.6847,0.6847
6.8900,8.0437,0.6812,0.6812
6.8900,8.0837,0.6800,0.6800
6.8500,8.1237,0.6835,0.6835
6.8500,8.1637,0.6905,0.6905
6.8500,8.2037,0.6905,0.6905
6.8500,8.2437,0.6847,0.6847
6.8500,8.2837,0.6812,0.6812
6.8100,8.3237,0.6847,0.6847
6.8100,8.3637,0.6905,0.6905
6.8100,8.4037,0.6986,0.6986
6.7700,8.4437,0.6705,0.6705
6.7700,8.4837,0.6835,0.6835
6.7700,8.5237,0.6905,0.6905
6.7700,8.5637,0.6986,0.6986
6.7700,8.6037,0.6835,0.6835
6.7300,8.6437,0.6800,0.6800
6.7300,8.6837,0.6812,0.6812
6.7300,8.7237,0.6847,0.6847
6.7300,8.7637,0.6847,0.6847
6.6900,8.8037,0.6597,0.6597
6.6900,8.8437,0.6705,0.6705
6.6900,8.8837,0.6812,0.6812
6.6900,8.9237,0.6847,0.6847
6.6900,8.9637,0.6835,0.6835
6.6900,9.0037,0.6705,0.6705
6.6500,9.0437,0.6705,0.6705
6.6500,9.0837,0.6835,0.6835
6.6500,9.1237,0.6847,0.6847
6.6500,9.1637,0.6812,0.6812
6.6100,9.2037,0.6705,0.6705
6.6100,9.2437,0.6812,0.6812
6.6100,9.2837,0.6847,0.6847
6.5700,9.3237,0.6512,0.6512
6.5700,9.3637,0.6597,0.6597
6.5700,9.4037,0.6705,0.6705
6.5700,9.4437,0.6812,0.6812
6.5700,9.4837,0.6705,0.6705
6.5300,9.5237,0.6512,0.6512
6.5300,9.5637,0.6597,0.6597
6.5300,9.6037,0.6705,0.6705
6.5300,9.6437,0.6812,0.6812
6.4900,9.6837,0.6621,0.6621
6.4900,9.7237,0.6800,0.6800
6.4900,9.7637,0.6905,0.6905
6.4900,9.8037,0.6835,0.6835
6.4900,9.8437,0.6705,0.6705
6.4900,9.8837,0.6597,0.6597
6.4500,9.9237,0.6905,0.6905
6.4500,9.9637,0.6847,0.6847
6.4500,10.0037,0.6812,0.6812
6.4100,10.0437,0.7200,0.7200
6.3700,10.0837,0.7473,0.7473
6.3700,10.1237,0.7376,0.7376
6.3700,10.1637,0.7299,0.7299
6.3300,10.2037,0.7473,0.7473
6.2900,10.2037,0.7376,0.7376
6.2500,10.2037,0.7299,0.7299
6.2100,10.2037,0.7244,0.7244
6.1700,10.2037,0.7211,0.7211
6.1300,10.2037,0.7200,0.7200
6.0900,10.2037,0.7088,0.7088
6.0500,10.2037,0.6986,0.6986
6.0100,10.2037,0.6835,0.6835
5.9700,10.2037,0.6705,0.6705
5.9300,10.2037,0.6597,0.6597
5.8900,10.2037,0.6512,0.6512
5.8500,10.2037,0.6450,0.6450
5.8100,10.2037,0.6412,0.6412
5.7700,10.2037,0.6400,0.6400
5.7300,10.2037,0.6400,0.6400
5.6900,10.2037,0.6400,0.6400
5.6500,10.2037,0.6400,0.6400
5.6100,10.2037,0.6400,0.6400
5.5700,10.2037,0.6400,0.6400
5.5300,10.2037,0.6400,0.6400
5.4900,10.2037,0.6400,0.6400
5.4500,10.2037,0.6412,0.6412
5.4100,10.2037,0.6450,0.6450
5.3700,10.2037,0.6450,0.6450
5.3300,10.1637,0.6210,0.6210
5.2900,10.1637,0.6325,0.6325
5.2500,10.1637,0.6400,0.6400
5.2100,10.1637,0.6400,0.6400
5.1700,10.1637,0.6400,0.6400
5.1300,10.1637,0.6412,0.6412
5.0900,10.1637,0.6450,0.6450
5.0500,10.1637,0.6450,0.6450
5.0100,10.1637,0.6412,0.6412
4.9700,10.1637,0.6400,0.6400
4.9300,10.1637,0.6400,0.6400
4.8900,10.1637,0.6400,0.6400
4.8500,10.1637,0.6400,0.6400
4.8100,10.1637,0.6400,0.6400
4.7700,10.1637,0.6400,0.6400
4.7300,10.1237,0.6800,0.6800
4.6900,10.1237,0.6800,0.6800
4.6500,10.1237,0.6800,0.6800
4.6100,10.1237,0.6800,0.6800
4.5700,10.0837,0.6847,0.6847
4.5300,10.0837,0.6905,0.6905
4.4900,10.0837,0.6986,0.6986
4.4500,10.0837,0.7088,0.7088
4.4100,10.0837,0.6986,0.6986
4.3700,10.0837,0.6905,0.6905
4.3300,10.0837,0.6847,0.6847
4.2900,10.0837,0.6812,0.6812
4.2500,10.0837,0.6800,0.6800
4.2100,10.0437,0.7200,0.7200
4.1700,10.0437,0.7200,0.7200
4.1300,10.0437,0.7200,0.7200
4.0900,10.0437,0.7200,0.7200
4.0500,10.0437,0.7200,0.7200
4.0100,10.0437,0.7088,0.7088
